Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\QuantResults\VOC10.batch.bin"
Analysis Time,2026-02-13 오후 1:42:23,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-13 오후 1:42:22,Analyze Quant Version,10.2,Report Quant Version,10.2
"1,1-DCE"
Data File,,Type,RT,,Resp.,,ISTD Resp,,Final Conc.
VOC10 ST-01.D,,Cal,4.991,,11213,,7090,,0.015
VOC10 ST-02.D,,Cal,4.991,,23398,,7166,,0.022
VOC10 ST-03.D,,Cal,4.991,,67389,,7139,,0.050
VOC10 ST-04.D,,Cal,4.991,,126919,,6432,,0.097
VOC10 ST-05.D,,Cal,4.991,,276570,,6870,,0.191
VOC10 ST-06.D,,Cal,4.991,,503245,,5763,,0.405
BK-.D,,Blank,,,,,6763,,ND
FBK(GS 26-02-10).D,,Blank,,,,,6736,,ND
KH 26-02-10.D,,Sample,,,,,7483,,ND
GS-01.D,,Sample,,,,,11452,,ND
GS-02.D,,Sample,,,,,6868,,ND
GS-03.D,,Sample,,,,,5403,,ND
GS-04.D,,Sample,,,,,6502,,ND
GS-05.D,,Sample,,,,,5562,,ND
GS-06.D,,Sample,,,,,5161,,ND
GS-07.D,,Sample,,,,,4957,,ND
GS-08.D,,Sample,,,,,4777,,ND
GS-09.D,,Sample,,,,,5168,,ND
GS-10.D,,Sample,,,,,4466,,ND
GS-11.D,,Sample,,,,,4512,,ND
GS-12.D,,Sample,,,,,3989,,ND
GS-13.D,,Sample,,,,,3327,,ND
GS-14.D,,Sample,,,,,3476,,ND
GS-15.D,,Sample,,,,,2982,,ND
GS-16.D,,Sample,,,,,2741,,ND
MBK-1.D,,Blank,,,,,2975,,ND
-CCV-1.D,,QC,4.991,,80480,,2129,,0.180
GS-17.D,,Sample,,,,,2158,,ND
GS-18.D,,Sample,,,,,2030,,ND
GS-19.D,,Sample,,,,,2011,,ND
GS-20.D,,Sample,,,,,1904,,ND
GS-21.D,,Sample,,,,,2483,,ND
GS-22.D,,Sample,,,,,2399,,ND
GS-23.D,,Sample,,,,,2272,,ND
GS-24.D,,Sample,,,,,2395,,ND
MBK-2.D,,Blank,,,,,2335,,ND
-CCV-2.D,,QC,4.996,,64946,,1581,,0.194
SOL 01.D,,Sample,,,,,2156,,ND
SOL 02.D,,Sample,,,,,2190,,ND
SOL 03.D,,Sample,,,,,2376,,ND
Chloroform
Data File,,Type,RT,,Resp.,,ISTD Resp,,Final Conc.
VOC10 ST-01.D,,Cal,5.715,,10586,,7090,,0.012
VOC10 ST-02.D,,Cal,5.720,,20773,,7166,,0.021
VOC10 ST-03.D,,Cal,5.720,,56075,,7139,,0.050
VOC10 ST-04.D,,Cal,5.720,,106507,,6432,,0.101
VOC10 ST-05.D,,Cal,5.715,,220953,,6870,,0.193
VOC10 ST-06.D,,Cal,5.715,,391269,,5763,,0.403
BK-.D,,Blank,,,,,6763,,ND
FBK(GS 26-02-10).D,,Blank,,,,,6736,,ND
KH 26-02-10.D,,Sample,5.720,,8140,,7483,,0.010
GS-01.D,,Sample,,,,,11452,,ND
GS-02.D,,Sample,,,,,6868,,ND
GS-03.D,,Sample,5.650,,0,,5403,,ND
GS-04.D,,Sample,5.752,,0,,6502,,ND
GS-05.D,,Sample,,,,,5562,,ND
GS-06.D,,Sample,,,,,5161,,ND
GS-07.D,,Sample,,,,,4957,,ND
GS-08.D,,Sample,,,,,4777,,ND
GS-09.D,,Sample,,,,,5168,,ND
GS-10.D,,Sample,,,,,4466,,ND
GS-11.D,,Sample,,,,,4512,,ND
GS-12.D,,Sample,,,,,3989,,ND
GS-13.D,,Sample,,,,,3327,,ND
GS-14.D,,Sample,,,,,3476,,ND
GS-15.D,,Sample,,,,,2982,,ND
GS-16.D,,Sample,,,,,2741,,ND
MBK-1.D,,Blank,,,,,2975,,ND
-CCV-1.D,,QC,5.720,,62490,,2129,,0.176
GS-17.D,,Sample,,,,,2158,,ND
GS-18.D,,Sample,,,,,2030,,ND
GS-19.D,,Sample,,,,,2011,,ND
GS-20.D,,Sample,,,,,1904,,ND
GS-21.D,,Sample,,,,,2483,,ND
GS-22.D,,Sample,,,,,2399,,ND
GS-23.D,,Sample,,,,,2272,,ND
GS-24.D,,Sample,,,,,2395,,ND
MBK-2.D,,Blank,,,,,2335,,ND
-CCV-2.D,,QC,5.715,,48221,,1581,,0.183
SOL 01.D,,Sample,,,,,2156,,ND
SOL 02.D,,Sample,,,,,2190,,ND
SOL 03.D,,Sample,,,,,2376,,ND
Carbon Chloride
Data File,,Type,RT,,Resp.,,ISTD Resp,,Final Conc.
VOC10 ST-01.D,,Cal,5.916,,14436,,7090,,0.016
VOC10 ST-02.D,,Cal,5.922,,30663,,7166,,0.023
VOC10 ST-03.D,,Cal,5.922,,89057,,7139,,0.051
VOC10 ST-04.D,,Cal,5.922,,165564,,6432,,0.095
VOC10 ST-05.D,,Cal,5.922,,369534,,6870,,0.189
VOC10 ST-06.D,,Cal,5.922,,685896,,5763,,0.407
BK-.D,,Blank,,,,,6763,,ND
FBK(GS 26-02-10).D,,Blank,,,,,6736,,ND
KH 26-02-10.D,,Sample,5.922,,9639,,7483,,0.013
GS-01.D,,Sample,,,,,11452,,ND
GS-02.D,,Sample,,,,,6868,,ND
GS-03.D,,Sample,,,,,5403,,ND
GS-04.D,,Sample,,,,,6502,,ND
GS-05.D,,Sample,,,,,5562,,ND
GS-06.D,,Sample,,,,,5161,,ND
GS-07.D,,Sample,,,,,4957,,ND
GS-08.D,,Sample,,,,,4777,,ND
GS-09.D,,Sample,,,,,5168,,ND
GS-10.D,,Sample,,,,,4466,,ND
GS-11.D,,Sample,,,,,4512,,ND
GS-12.D,,Sample,,,,,3989,,ND
GS-13.D,,Sample,,,,,3327,,ND
GS-14.D,,Sample,,,,,3476,,ND
GS-15.D,,Sample,,,,,2982,,ND
GS-16.D,,Sample,,,,,2741,,ND
MBK-1.D,,Blank,,,,,2975,,ND
-CCV-1.D,,QC,5.922,,151096,,2129,,0.246
GS-17.D,,Sample,,,,,2158,,ND
GS-18.D,,Sample,,,,,2030,,ND
GS-19.D,,Sample,,,,,2011,,ND
GS-20.D,,Sample,,,,,1904,,ND
GS-21.D,,Sample,,,,,2483,,ND
GS-22.D,,Sample,,,,,2399,,ND
GS-23.D,,Sample,,,,,2272,,ND
GS-24.D,,Sample,,,,,2395,,ND
MBK-2.D,,Blank,,,,,2335,,ND
-CCV-2.D,,QC,5.922,,131298,,1581,,0.286
SOL 01.D,,Sample,,,,,2156,,ND
SOL 02.D,,Sample,,,,,2190,,ND
SOL 03.D,,Sample,,,,,2376,,ND
"1,2-DCE"
Data File,,Type,RT,,Resp.,,ISTD Resp,,Final Conc.
VOC10 ST-01.D,,Cal,5.980,,4062,,7090,,0.013
VOC10 ST-02.D,,Cal,5.980,,8548,,7166,,0.022
VOC10 ST-03.D,,Cal,5.980,,22264,,7139,,0.051
VOC10 ST-04.D,,Cal,5.980,,42383,,6432,,0.102
VOC10 ST-05.D,,Cal,5.980,,84337,,6870,,0.186
VOC10 ST-06.D,,Cal,5.980,,156193,,5763,,0.406
BK-.D,,Blank,,,,,6763,,ND
FBK(GS 26-02-10).D,,Blank,,,,,6736,,ND
KH 26-02-10.D,,Sample,,,,,7483,,ND
GS-01.D,,Sample,6.076,,0,,11452,,ND
GS-02.D,,Sample,5.993,,0,,6868,,ND
GS-03.D,,Sample,5.954,,0,,5403,,ND
GS-04.D,,Sample,,,,,6502,,ND
GS-05.D,,Sample,,,,,5562,,ND
GS-06.D,,Sample,,,,,5161,,ND
GS-07.D,,Sample,,,,,4957,,ND
GS-08.D,,Sample,,,,,4777,,ND
GS-09.D,,Sample,,,,,5168,,ND
GS-10.D,,Sample,,,,,4466,,ND
GS-11.D,,Sample,,,,,4512,,ND
GS-12.D,,Sample,,,,,3989,,ND
GS-13.D,,Sample,,,,,3327,,ND
GS-14.D,,Sample,,,,,3476,,ND
GS-15.D,,Sample,,,,,2982,,ND
GS-16.D,,Sample,,,,,2741,,ND
MBK-1.D,,Blank,,,,,2975,,ND
-CCV-1.D,,QC,5.980,,30387,,2129,,0.216
GS-17.D,,Sample,5.954,,0,,2158,,ND
GS-18.D,,Sample,,,,,2030,,ND
GS-19.D,,Sample,,,,,2011,,ND
GS-20.D,,Sample,,,,,1904,,ND
GS-21.D,,Sample,,,,,2483,,ND
GS-22.D,,Sample,,,,,2399,,ND
GS-23.D,,Sample,,,,,2272,,ND
GS-24.D,,Sample,,,,,2395,,ND
MBK-2.D,,Blank,,,,,2335,,ND
-CCV-2.D,,QC,5.980,,23673,,1581,,0.226
SOL 01.D,,Sample,5.961,,0,,2156,,ND
SOL 02.D,,Sample,,,,,2190,,ND
SOL 03.D,,Sample,,,,,2376,,ND
TCE
Data File,,Type,RT,,Resp.,,ISTD Resp,,Final Conc.
VOC10 ST-01.D,,Cal,6.232,,8095,,7090,,0.013
VOC10 ST-02.D,,Cal,6.232,,16706,,7166,,0.021
VOC10 ST-03.D,,Cal,6.232,,47437,,7139,,0.050
VOC10 ST-04.D,,Cal,6.232,,88993,,6432,,0.099
VOC10 ST-05.D,,Cal,6.232,,189958,,6870,,0.193
VOC10 ST-06.D,,Cal,6.232,,338521,,5763,,0.404
BK-.D,,Blank,,,,,6763,,ND
FBK(GS 26-02-10).D,,Blank,,,,,6736,,ND
KH 26-02-10.D,,Sample,,,,,7483,,ND
GS-01.D,,Sample,,,,,11452,,ND
GS-02.D,,Sample,,,,,6868,,ND
GS-03.D,,Sample,,,,,5403,,ND
GS-04.D,,Sample,,,,,6502,,ND
GS-05.D,,Sample,,,,,5562,,ND
GS-06.D,,Sample,,,,,5161,,ND
GS-07.D,,Sample,,,,,4957,,ND
GS-08.D,,Sample,,,,,4777,,ND
GS-09.D,,Sample,,,,,5168,,ND
GS-10.D,,Sample,,,,,4466,,ND
GS-11.D,,Sample,,,,,4512,,ND
GS-12.D,,Sample,,,,,3989,,ND
GS-13.D,,Sample,,,,,3327,,ND
GS-14.D,,Sample,,,,,3476,,ND
GS-15.D,,Sample,,,,,2982,,ND
GS-16.D,,Sample,,,,,2741,,ND
MBK-1.D,,Blank,,,,,2975,,ND
-CCV-1.D,,QC,6.232,,48725,,2129,,0.161
GS-17.D,,Sample,,,,,2158,,ND
GS-18.D,,Sample,,,,,2030,,ND
GS-19.D,,Sample,,,,,2011,,ND
GS-20.D,,Sample,,,,,1904,,ND
GS-21.D,,Sample,,,,,2483,,ND
GS-22.D,,Sample,,,,,2399,,ND
GS-23.D,,Sample,,,,,2272,,ND
GS-24.D,,Sample,,,,,2395,,ND
MBK-2.D,,Blank,,,,,2335,,ND
-CCV-2.D,,QC,6.232,,37743,,1581,,0.167
SOL 01.D,,Sample,,,,,2156,,ND
SOL 02.D,,Sample,,,,,2190,,ND
SOL 03.D,,Sample,,,,,2376,,ND
PCE
Data File,,Type,RT,,Resp.,,ISTD Resp,,Final Conc.
VOC10 ST-01.D,,Cal,7.145,,10964,,7090,,0.014
VOC10 ST-02.D,,Cal,7.145,,22926,,7166,,0.022
VOC10 ST-03.D,,Cal,7.145,,65464,,7139,,0.050
VOC10 ST-04.D,,Cal,7.145,,122430,,6432,,0.097
VOC10 ST-05.D,,Cal,7.145,,266508,,6870,,0.192
VOC10 ST-06.D,,Cal,7.145,,480452,,5763,,0.405
BK-.D,,Blank,,,,,6763,,ND
FBK(GS 26-02-10).D,,Blank,,,,,6736,,ND
KH 26-02-10.D,,Sample,,,,,7483,,ND
GS-01.D,,Sample,,,,,11452,,ND
GS-02.D,,Sample,,,,,6868,,ND
GS-03.D,,Sample,,,,,5403,,ND
GS-04.D,,Sample,,,,,6502,,ND
GS-05.D,,Sample,,,,,5562,,ND
GS-06.D,,Sample,,,,,5161,,ND
GS-07.D,,Sample,,,,,4957,,ND
GS-08.D,,Sample,,,,,4777,,ND
GS-09.D,,Sample,,,,,5168,,ND
GS-10.D,,Sample,,,,,4466,,ND
GS-11.D,,Sample,,,,,4512,,ND
GS-12.D,,Sample,,,,,3989,,ND
GS-13.D,,Sample,,,,,3327,,ND
GS-14.D,,Sample,,,,,3476,,ND
GS-15.D,,Sample,,,,,2982,,ND
GS-16.D,,Sample,,,,,2741,,ND
MBK-1.D,,Blank,,,,,2975,,ND
-CCV-1.D,,QC,7.145,,73722,,2129,,0.172
GS-17.D,,Sample,,,,,2158,,ND
GS-18.D,,Sample,,,,,2030,,ND
GS-19.D,,Sample,,,,,2011,,ND
GS-20.D,,Sample,,,,,1904,,ND
GS-21.D,,Sample,,,,,2483,,ND
GS-22.D,,Sample,,,,,2399,,ND
GS-23.D,,Sample,,,,,2272,,ND
GS-24.D,,Sample,,,,,2395,,ND
MBK-2.D,,Blank,,,,,2335,,ND
-CCV-2.D,,QC,7.145,,59603,,1581,,0.187
SOL 01.D,,Sample,,,,,2156,,ND
SOL 02.D,,Sample,,,,,2190,,ND
SOL 03.D,,Sample,,,,,2376,,ND
Xylene
Data File,,Type,RT,,Resp.,,ISTD Resp,,Final Conc.
VOC10 ST-01.D,,Cal,7.931,,37645,,7090,,0.012
VOC10 ST-02.D,,Cal,7.931,,78350,,7166,,0.021
VOC10 ST-03.D,,Cal,7.931,,221940,,7139,,0.050
VOC10 ST-04.D,,Cal,7.931,,420724,,6432,,0.100
VOC10 ST-05.D,,Cal,7.931,,894239,,6870,,0.194
VOC10 ST-06.D,,Cal,7.931,,1576112,,5763,,0.403
BK-.D,,Blank,0.000,,0,,6763,,ND
FBK(GS 26-02-10).D,,Blank,0.000,,0,,6736,,ND
KH 26-02-10.D,,Sample,0.000,,0,,7483,,ND
GS-01.D,,Sample,0.000,,0,,11452,,ND
GS-02.D,,Sample,7.931,,2226028,,6868,,0.477
GS-03.D,,Sample,0.000,,0,,5403,,ND
GS-04.D,,Sample,7.931,,0,,6502,,ND
GS-05.D,,Sample,0.000,,0,,5562,,ND
GS-06.D,,Sample,0.000,,0,,5161,,ND
GS-07.D,,Sample,0.000,,0,,4957,,ND
GS-08.D,,Sample,0.000,,0,,4777,,ND
GS-09.D,,Sample,0.000,,0,,5168,,ND
GS-10.D,,Sample,0.000,,0,,4466,,ND
GS-11.D,,Sample,0.000,,0,,4512,,ND
GS-12.D,,Sample,0.000,,0,,3989,,ND
GS-13.D,,Sample,0.000,,0,,3327,,ND
GS-14.D,,Sample,0.000,,0,,3476,,ND
GS-15.D,,Sample,0.000,,0,,2982,,ND
GS-16.D,,Sample,0.000,,0,,2741,,ND
MBK-1.D,,Blank,0.000,,0,,2975,,ND
-CCV-1.D,,QC,7.931,,212634,,2129,,0.150
GS-17.D,,Sample,0.000,,0,,2158,,ND
GS-18.D,,Sample,0.000,,0,,2030,,ND
GS-19.D,,Sample,0.000,,0,,2011,,ND
GS-20.D,,Sample,0.000,,0,,1904,,ND
GS-21.D,,Sample,0.000,,0,,2483,,ND
GS-22.D,,Sample,0.000,,0,,2399,,ND
GS-23.D,,Sample,0.000,,0,,2272,,ND
GS-24.D,,Sample,0.000,,0,,2395,,ND
MBK-2.D,,Blank,0.000,,0,,2335,,ND
-CCV-2.D,,QC,7.931,,160729,,1581,,0.153
SOL 01.D,,Sample,0.000,,0,,2156,,ND
SOL 02.D,,Sample,0.000,,0,,2190,,ND
SOL 03.D,,Sample,0.000,,0,,2376,,ND
Calibration,,
"1,1-DCE",,

Cal. Path,Type,Level,Enable,,Conc.,,Response
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\VOC10 ST-01.D",Calibration,1,x,,0.010,,11213
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\VOC10 ST-02.D",Calibration,2,x,,0.020,,23398
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\VOC10 ST-03.D",Calibration,3,x,,0.050,,67389
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\VOC10 ST-04.D",Calibration,4,x,,0.100,,126919
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\VOC10 ST-05.D",Calibration,5,x,,0.200,,276570
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\-CCV-1.D",QC,5,x,,0.200,,80480
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\-CCV-2.D",QC,5,x,,0.200,,64946
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\VOC10 ST-06.D",Calibration,6,x,,0.400,,503245
Calibration,,
Chloroform,,

Cal. Path,Type,Level,Enable,,Conc.,,Response
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\VOC10 ST-01.D",Calibration,1,x,,0.010,,10586
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\VOC10 ST-02.D",Calibration,2,x,,0.020,,20773
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\VOC10 ST-03.D",Calibration,3,x,,0.050,,56075
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\VOC10 ST-04.D",Calibration,4,x,,0.100,,106507
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\VOC10 ST-05.D",Calibration,5,x,,0.200,,220953
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\-CCV-1.D",QC,5,x,,0.200,,62490
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\-CCV-2.D",QC,5,x,,0.200,,48221
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\VOC10 ST-06.D",Calibration,6,x,,0.400,,391269
Calibration,,
Carbon Chloride,,

Cal. Path,Type,Level,Enable,,Conc.,,Response
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\VOC10 ST-01.D",Calibration,1,x,,0.010,,14436
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\VOC10 ST-02.D",Calibration,2,x,,0.020,,30663
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\VOC10 ST-03.D",Calibration,3,x,,0.050,,89057
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\VOC10 ST-04.D",Calibration,4,x,,0.100,,165564
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\VOC10 ST-05.D",Calibration,5,x,,0.200,,369534
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\-CCV-1.D",QC,5,x,,0.200,,151096
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\-CCV-2.D",QC,5,x,,0.200,,131298
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\VOC10 ST-06.D",Calibration,6,x,,0.400,,685896
Calibration,,
"1,2-DCE",,

Cal. Path,Type,Level,Enable,,Conc.,,Response
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\VOC10 ST-01.D",Calibration,1,x,,0.010,,4062
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\VOC10 ST-02.D",Calibration,2,x,,0.020,,8548
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\VOC10 ST-03.D",Calibration,3,x,,0.050,,22264
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\VOC10 ST-04.D",Calibration,4,x,,0.100,,42383
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\VOC10 ST-05.D",Calibration,5,x,,0.200,,84337
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\-CCV-1.D",QC,5,x,,0.200,,30387
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\-CCV-2.D",QC,5,x,,0.200,,23673
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\VOC10 ST-06.D",Calibration,6,x,,0.400,,156193
Calibration,,
TCE,,

Cal. Path,Type,Level,Enable,,Conc.,,Response
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\VOC10 ST-01.D",Calibration,1,x,,0.010,,8095
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\VOC10 ST-02.D",Calibration,2,x,,0.020,,16706
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\VOC10 ST-03.D",Calibration,3,x,,0.050,,47437
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\VOC10 ST-04.D",Calibration,4,x,,0.100,,88993
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\VOC10 ST-05.D",Calibration,5,x,,0.200,,189958
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\-CCV-1.D",QC,5,x,,0.200,,48725
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\-CCV-2.D",QC,5,x,,0.200,,37743
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\VOC10 ST-06.D",Calibration,6,x,,0.400,,338521
Calibration,,
PCE,,

Cal. Path,Type,Level,Enable,,Conc.,,Response
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\VOC10 ST-01.D",Calibration,1,x,,0.010,,10964
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\VOC10 ST-02.D",Calibration,2,x,,0.020,,22926
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\VOC10 ST-03.D",Calibration,3,x,,0.050,,65464
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\VOC10 ST-04.D",Calibration,4,x,,0.100,,122430
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\VOC10 ST-05.D",Calibration,5,x,,0.200,,266508
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\-CCV-1.D",QC,5,x,,0.200,,73722
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\-CCV-2.D",QC,5,x,,0.200,,59603
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\VOC10 ST-06.D",Calibration,6,x,,0.400,,480452
Calibration,,
Xylene,,

Cal. Path,Type,Level,Enable,,Conc.,,Response
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\VOC10 ST-01.D",Calibration,1,x,,0.010,,37645
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\VOC10 ST-02.D",Calibration,2,x,,0.020,,78350
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\VOC10 ST-03.D",Calibration,3,x,,0.050,,221940
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\VOC10 ST-04.D",Calibration,4,x,,0.100,,420724
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\VOC10 ST-05.D",Calibration,5,x,,0.200,,894239
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\-CCV-1.D",QC,5,x,,0.200,,212634
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\-CCV-2.D",QC,5,x,,0.200,,160729
"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\VOC10 ST-06.D",Calibration,6,x,,0.400,,1576112
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\QuantResults\VOC10.batch.bin"
Analysis Time,2026-02-13 오후 1:42:23,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 10:59:37,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-13 오후 1:42:22,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-12 오후 3:40:07,Data File,VOC10 ST-01.D
Type,Cal,Name,VOC10 ST-01
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
"1,1-DCE",,4.991,11213,7090,,0.015,mg/L
Chloroform,,5.715,10586,7090,,0.012,mg/L
Carbon Chloride,,5.916,14436,7090,,0.016,mg/L
"1,2-DCE",,5.980,4062,7090,,0.013,mg/L
TCE,,6.232,8095,7090,,0.013,mg/L
PCE,,7.145,10964,7090,,0.014,mg/L
Xylene,,7.931,37645,7090,,0.012,mg/L
"1,1-DCE"
,,
Chloroform
,,
Carbon Chloride
,,
"1,2-DCE"
,,
TCE
,,
PCE
,,
Xylene
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC10(GS 2.10, KH 2.10, SOL)\QuantResults\VOC10.batch.bin"
